市町村名,№,トイレ名　　　　　　　　　　　　　　　　　　　　　　　　　　　,住所,緯度,経度,現況写真　　（外観、内部）,利用可能時間,一般利用者用駐車場・無料,一般利用者用駐車場・有料,障害者用駐車場,駐車場スペース,多目的トイレ設備内容・洋式,多目的トイレ設備内容・ベビーベッド,多目的トイレ設備内容・ベビーチェア,多目的トイレ設備内容・介護用ベッド,多目的トイレ設備内容・温水洗浄洗浄,多目的トイレ設備内容・オストメイト洗浄,一般トイレ設備内容・男性用トイレ・洋式,一般トイレ設備内容・男性用トイレ・温水洗浄便座,一般トイレ設備内容・男性用トイレ・和式,一般トイレ設備内容・男性用トイレ・小便器,一般トイレ設備内容・男性用トイレ・荷物置き場,一般トイレ設備内容・男性用トイレ・ベビーベッド,一般トイレ設備内容・男性用トイレ・ベビーチェア,一般トイレ設備内容・男性用トイレ・音姫,一般トイレ設備内容・女性用トイレ・洋式,一般トイレ設備内容・女性用トイレ・温水洗浄便座,一般トイレ設備内容・女性用トイレ・和式,一般トイレ設備内容・女性用トイレ・小便器,一般トイレ設備内容・女性用トイレ・荷物置き場,一般トイレ設備内容・女性用トイレ・ベビーベッド,一般トイレ設備内容・女性用トイレ・ベビーチェア,一般トイレ設備内容・女性用トイレ・音姫,設備備考
那智勝浦町,7,円満地公園公衆トイレ,那智勝浦町大野216,33.663758,135.855226,あり,終日,80,,,,,,,,,,,,3(1),4,フック,,,,,,6(1),,フック,,,,
那智勝浦町,8,木戸浦グラウンド公衆トイレ,那智勝浦町天満字木戸浦,33.637394,135.936355,あり,終日,,,,,,,,,,,1(1),1,,1(1),,,,,1(1）,1,,,,,,,
那智勝浦町,9,バースハウス公衆トイレ（ブルービーチ那智）,那智勝浦町浜ノ宮100-1,33.640002,135.935631,あり,終日,100,,,,1,,,,,,,,1,2,フック,,,,1,,1,,棚/フック,,,,"7,8月は終日利用可、シーズンオフは9:00～17:00"
那智勝浦町,10,JR紀伊勝浦駅前公衆トイレ,那智勝浦町築地,33.628519,135.941782,あり,終日,,,,,1,1,,,1,,1,1,1,3,フック,,,,1,1,1,,フック,,,,
那智勝浦町,11,海乃湯公衆トイレ（足湯）（勝浦漁港休憩所施設）,那智勝浦町築地7-1181-442,33.626979,135.943945,あり,終日,,,,,1,,,,,,,,,1,,,,,,,,,,,,,
那智勝浦町,12,バスターミナル公衆トイレ,那智勝浦町築地2-3-30,33.62798,135.944601,あり,終日,,18,1,,1,,,,1,標準型,,,1,3,棚/フック,,,,2,,1,,フック,,,,
那智勝浦町,13,渡の島公衆トイレ,那智勝浦町勝浦485-12,33.626047,135.948619,あり,終日,,,,,1,,,,,,,,1(1),2(12),フック,,,,,,2(1),,フック,,,,
那智勝浦町,14,下里天満海岸新公衆トイレ,那智勝浦町下里,33.57722,135.930276,あり,終日,,,,,1,,,,1,,,,1,1,棚,,,,,,,,,,,,
那智勝浦町,15,市屋公衆トイレ,那智勝浦町市屋,33.591149,135.912017,あり,終日,,,,,,,,,,,,,1,,フック,,,,,,1,,フック,,,,
那智勝浦町,16,大戸平公衆トイレ,那智勝浦町口色川,33.668979,135.881228,あり,終日,2,,1,,,,,,,,,,2,,,,,,,,,,,,,,
那智勝浦町,17,地蔵茶屋公衆トイレ,那智勝浦町口色川3796-1,33.714368,135.851392,あり,終日,3,,,,,,,,,,,,1,2,フック,,,,,,2,,フック,,,,
那智勝浦町,18,JR浦神駅公衆トイレ,那智勝浦町浦神375-6,33.560416,135.894015,あり,終日,3,,,,,,,,,,1,,,1,,,,,,,,,,,,,男女兼用
那智勝浦町,19,JR下里駅公衆トイレ,那智勝浦町下里662,33.58252,135.922396,あり,終日,3,,,,,,,,,,1,,,1,,,,,,,,,,,,,男女兼用
那智勝浦町,20,JR宇久井駅公衆トイレ,那智勝浦町宇久井62-4,33.662689,135.9726,あり,終日,3,,,,1,1,,,1,標準型,1,1,1,2,,,,,,,,,,,,,男女兼用
那智勝浦町,21,JR湯川駅公衆トイレ,那智勝浦町湯川1596-16,33.609531,135.924893,あり,終日,3,,,,,,,,,,1,1,,3,フック,,,,,,,,,,,,
那智勝浦町,22,天満公園公衆トイレ,那智勝浦町天満1785,33.639101,135.928165,あり,グラウンド・テニスコート利用時のみ,25,,2,,1,,,,,,1,,1,2,,,,,,,2,,,,,,
那智勝浦町,23,JR天満駅公衆トイレ,那智勝浦町天満415-3,33.636700,135.934572,あり,終日,,,,,,,,,,,1,,,,,,,,1,,,,,,,,男女兼用
那智勝浦町,24,椎の浦防災公園公衆トイレ,那智勝浦町勝浦583,33.629154,135.947790,あり,終日,,,,,1,,,,,,,,1,1,,,,,1,,,,,,,,
那智勝浦町,25,ふれあい公園公衆トイレ,那智勝浦町市野々3964-2,33.663076,135.909387,あり,終日,5,,,,1,1,,,1,,1,1,,2,,,,,1,1,1,,,,,,
太地町,1,JR太地駅公衆トイレ,太地町森浦241-1,33.591089,135.927569,あり,終日,2,,,,1,1,,,1,,1,1,,2,棚/フック,,,,2,1,,,棚/フック,,,,棚小さいサイズあり
太地町,2,常渡公衆トイレ,太地町太地2904-2,33.601559,135.944912,あり,終日,5,,,,1,1,,,1,,2(1),1,,4(1),フック,,,,4(1),1,,,棚/フック,,,,棚中サイズあり
太地町,3,くじら浜海水浴場公衆トイレ,太地町太地2944-8,33.599968,135.945374,あり,終日,3,,,,,,,,,,2(1),1,,2(1),フック,,,,4(1),1,,,フック,,,1,
太地町,4,捕鯨船隆場公衆トイレ,太地町太地2934-2,33.602886,135.942954,あり,終日,200,,,,1,1,1,,1,標準型,1,1,,2(1),棚/フック,,,1,2,1,,,棚/フック,,,1,
太地町,5,地藏院前公衆トイレ,太地町宇森浦553-2,33.591625,135.930881,なし,終日,,,1,1,1,,,,,1,1,1,,1,,,,,1,1,,,,,,,
太地町,6,太地漁港公衆トイレ,太地町太地3646-1,33.589982,135.947809,あり,終日,2,,1,,1,,,,1,1,2,1,,3(1),フック,,,,3,1,,,フック,,,,
太地町,7,太地公園公衆トイレ,太地町太地571-1,33.588474,135.952932,あり,終日,1,,,,1,,,,1,,1,1,,1,他,,,,1,1,,,他,,,,
太地町,8,燈明崎公園公衆トイレ,太地町太地155-3,33.591802,135.957747,あり,終日,3,,,,1,,,,1,,1,1,,1,他,,,,1,1,,,他,,,,
太地町,9,燈明崎公衆トイレ,太地町太地115-5,33.592914,135.960002,あり,終日,18,,1,,1,1,1,,1,標準型,1(1),1,,,フック,,1,,2(2),,,,棚/フック,,,洋室1,
太地町,10,梶取崎公衆トイレ,太地町太地1430-1,33.582589,135.956956,あり,終日,10,,,,1,1,,,1,標準型,2,1,,3(1),フック,,,洋室1,3,,,,フック,,,洋室1,
太地町,11,平見台園地公衆トイレ,太地町太地1770-30,33.579017,135.951916,あり,終日,10,,,,1,1,,,1,,1（１）,1,,2(1),他,,,,2(2),1,,,他,,,,
太地町,12,夏山園地公衆便所,太地町太地3904－1,33.614258,135.934314,あり,終日,1,,1,,1,1,,,1,標準型,1,1,,2(1),フック,,,,2,1,,,フック,,,,
太地町,13,太地漁港施設内公衆トイレ,太地町太地3393－4,33.590637,135.945825,あり,終日,,,1,,1,1,1,,1,標準型,1(1),1,,1(1),フック,,,洋室1,1(1),1,,,フック,,,洋室1,
太地町,14,町民グラウンド前公衆トイレ,太地町太地1770-9,33.581264,135.951966,あり,終日,10,,,,1,,,,,1,1,1,,1,,,,,1,1,,,,,,,
太地町,15,グリンピア跡地公衆トイレ,太地町森浦15-1,33.597451,135.927002,なし,終日,150,,1,,1,1,1,,,1,2,,,3,棚/フック,,1,,3,,,,棚/フック,,1,,
太地町,16,清水墓公衆トイレ,太地町太地3699,33.588055,135.946846,なし,終日,,,,3,1,1,1,,,1,,,,1,,,,,1,,,,棚/フック,,,,
太地町,17,第2暖海公園公衆トイレ,太地町太地3769-38,33.595102,135.946048,なし,終日,,,,,1,1,1,,1,1,,,,1,,,,,1,,,,棚/フック,,1,,
太地町,18,道の駅たいじ公衆トイレ,太地町森浦143-1,33.592116,135.933686,なし,終日,22,,2,,1,1,1,,,1,3,3,,5,棚/フック,1,1,,7,7,,,棚/フック,1,3,,
古座川町,1,佐田さくらの公衆トイレ,古座川町佐田439,33.596172,135.697539,あり,終日,,,,,1,1,,,1,,,,1,2,フック,,,,,,2,,フック,,,,
古座川町,2,一枚岩公衆トイレ,古座川町相瀬286-1,33.547164,135.717383,あり,終日,,,,,,,,,,,1(1),1,1,4(1),フック,,,,2(1),1,1,,棚/フック,,,,
古座川町,3,道の駅「一枚岩」公衆トイレ,古座川町相瀬290-2,33.545369,135.720532,あり,終日,,,,,1,,,,1,標準型,1(1),1,,2(1),フック,,,,1(1),1,1(1),,棚/フック,,,1,
古座川町,4,道の駅「瀧の拝太郎」公衆トイレ,古座川町小川774番地,33.601482,135.765431,あり,終日,,,,,1,,1,,1,標準型,1(1),1,,2(1),棚/フック,,,,1(1),1,1(1),,棚/フック,,,1,
古座川町,5,月野瀬公衆トイレ（古座川町公衆トイレ）,古座川町月野瀬139,33.536313,135.80023,あり,終日,50,,,,1,,,,1,標準型,1,1,,2(1),フック,,,,1,1,1,,フック,,1,,
古座川町,6,おおじゃの森公衆トイレ,古座川町佐田439,33.598931,135.693951,あり,終日,15,,1,,1,1,,,1,,1(1),,,2(1),フック,,,,1(1),,1(1),,フック,,,,
古座川町,7,鶴川公園公衆トイレ,古座川町鶴川,33.527305,135.744446,あり,終日,9,,1,,1,,1,,1,,,,1(1),,フック,,,,,,,,,,,,男女兼用
古座川町,8,平井公衆トイレ,古座川町平井地内,33.642316,135.689065,なし,,,,なし,,1,,,,,,,,,1,,,,,1,,,,,,,,多目的と男性兼用
古座川町,9,道の駅「虫喰岩」公衆トイレ,古座川町池野山705-1,33.539439,135.82612,あり,終日,,,,,1,1,1,,1,標準型,1,,,2(1),フック,,,1,2,1,1,,棚/フック,,,1,
古座川町,10,高瀬公衆トイレ,古座川町高瀬地内,33.536231,135.779739,あり,終日,,,,,,,,,,,1,1,1,3,,,,,2,2,1,,,,,,
古座川町,11,川口公衆トイレ,古座川町川口地内,33.543908,135.772855,あり,終日,,,,,,,,,,,1,,,2,,,,,1,1,1,,,,,,
古座川町,12,一雨公衆トイレ,古座川町一雨地内,33.53488,135.742693,あり,終日,,,,,,,,,,,,,1,2,,,,,,,2,,,,,,
古座川町,13,蔵土公衆トイレ,古座川町蔵土地内,33.55701,135.692868,あり,終日,,,,,,,,,,,1,,,2,,,,,1,1,1,,,,,1,
古座川町,14,日南川公衆トイレ,古座川町相瀬地内,33.549063,135.720097,あり,終日,,,,,,,,,,,1,1,,,,,,,1,1,,,,,,,
古座川町,15,ぼたん荘公衆トイレ,古座川町月野瀬881-1,33.5356619,135.7893208,なし,終日,,,,,1,,,,1,1,4,4,,4,,,,,3,3,2,,,,,,
古座川町,16,三尾川公衆トイレ,古座川町三尾川地内,33.55077,135.68415,あり,終日,11,,1,,1,1,1,,1,標準,1,1,,2,棚／フック,,1,,2,2,,,棚／フック,,2,,
古座川町,17,直見公衆トイレ,古座川町直見地内,33.54699,135.777065,あり,終日,2,,1,,1,1,1,,1,標準,,,,1,,,,,1,1,,,,,,,多目的と男性兼用
古座川町,18,明神公衆トイレ,古座川町明神地内,33.538436,135.761081,あり,終日,5,,1,,1,,1,,1,標準,1,1,,2,,,,1,1,1,1,1,,,,1,
北山村,1,小松口園地公衆トイレ,北山村小松114-2,33.916028,135.92298,あり,終日,,,,20,1,,,,,,,,1,3(1),フック,,,,1,,2,,フック,,,,
北山村,2,オトノリ園地公衆トイレ（七色宮井線車道公衆便所）,北山村下尾井715-3,33.933473,135.919881,あり,終日,　,,　,15,1,,,,,,,,1,2(1),フック,,,,,,2(2),,フック,,,,
北山村,3,道の駅「おくとろ」公衆トイレ,北山村下尾井335,33.939295,135.946366,あり,終日,55,,2,,1,,,,1,,2,1,1,6(1),他,,,,3,1,2,,フック,1,,,
北山村,4,七色公園公衆トイレ（七色狭野営場公衆便所）,北山村七色356,33.957121,135.998852,あり,終日,　,,　,15,1,1,,,,,,,2(2),3(1),フック,,,,,,3(3),,フック,,,,
北山村,5,北山村テニスコート公衆トイレ,北山村下尾井,33.938032,135.949567,なし,,,,,,,,,,,,2,2,,2,,,,,3,3,,,,,,,
北山村,6,北山村オートキャンプ場公衆トイレ,北山村下尾井,33.937879,135.950774,なし,,,,,,,,,,,,3,3,,3,,,,,3,3,,,,,,,
串本町,1,樫野駐車場公衆トイレ,串本町樫野,33.468402,135.856463,あり,終日,89,,4,,1,1,,,1,,1(1),1,1,4(1),フック,,,洋室1,2,,3,,フック,,,洋室1,
串本町,2,樫野埼灯台前公衆トイレ,串本町樫野,33.471383,135.860758,あり,終日,,,,,1,1,,,,,,,1,1(1),フック,,,,,,1,,フック,,,,
串本町,3,日米修交記念館駐車場公衆トイレ,串本町樫野,33.461998,135.851384,あり,終日,17,,1,,1,,,,,,,,1,3,フック,,,,1,,2,,フック,,,,
串本町,4,ポケットパーク公衆トイレ,串本町大島385-1,33.463823,135.798269,あり,終日,5,,1,,1,1,,,1,,,,1,1,フック,,,,,,1,,フック,,,,
串本町,5,潮岬灯台前公衆トイレ,串本町潮岬御岬2876-1,33.437987,135.755689,あり,終日,40,,,,1,,1,,,,,,1,3(1),棚/フック,,,,,,3,,フック,,,,
串本町,6,潮岬タワー横公衆トイレ,串本町潮岬楠平見2706-30,33.438053,135.76229,あり,終日,30,,,,1,,,,,,,,2,3,フック,,,,1,,,,フック,,,,
串本町,7,馬坂園地公衆トイレ（潮岬周回線（島坂）,串本町串本字片江生1727-1,33.458738,135.773033,あり,終日,,,,17,1,,,,,,,,1,2,フック,,,,1,,1,,フック,,,,
串本町,8,橋杭園地公衆トイレ（橋杭小学校側）,串本町串本2000-12,33.482553,135.78895,あり,終日,50,,,,,,,,,,,,2,,,,,,,,4,,他,,,,
串本町,9,橋杭海水浴場売店公衆トイレ,串本町鬮野川1597,33.484482,135.79027,あり,9：00～17：00,100,,1,,1,1,,,1,,,,1,1,フック,,,,,,1,,フック,,,,
串本町,10,道の駅「くしもと橋杭岩」公衆トイレ,串本町鬮野川1582,33.488284,135.794299,あり,終日,50,,2,,1,1,,,1,標準型,2,1,1(1),7(2),フック,,,,7(7),1,1(1),,棚/フック,,,1,
串本町,11,あらふね公衆トイレ（下田原漁港休憩所）,串本町田原,33.533842,135.876036,あり,終日,34,,,,1,,,,1,,,,1,2,フック,,,,1,,2,,フック,,,,
串本町,12,重畳山公衆トイレ,串本町神野川字西谷579-1,33.524669,135.796093,なし,終日,4,,,,1,,,,1,,,,1,2,フック,,,,1,,2,,フック,,,,
串本町,13,水門まつり公衆トイレ,串本町1557-20,33.460777,135.785702,なし,9：00～21：00,,,,,1,,,,1,,1,1,1,4,,,,,4,4,1,,,,,,
串本町,14,トルコ記念館公衆トイレ,串本町樫野1025-26,33.524669,135.858587,なし,9：00～17：00,,,,,,,,,,,1,1,,1,,,,,1,1,,,,,,,
串本町,15,樫野つり公園センター内公衆トイレ,樫野1021-13,33.471931,135.851672,なし,8：00～16：00,,,,,1,,,,1,,1,1,2,3,,,,,1,1,,,,,,,
串本町,16,JR古座駅前公衆トイレ,串本町西向232,33.519508,135.820892,なし,終日,,,,,,,,,,,1,1,2,3,,,,,,,,,,,,,男女兼用
串本町,17,JR串本駅前公衆トイレ,串本町串本33-2,33.475447,135.781895,なし,終日,,,,,1,,,,,,1,1,1,2,,,,,1,1,1,,,,,,
串本町,18,ＪＲ和深駅前公衆トイレ,串本町和深800番地5,33.501151,135.654813,なし,終日,,,,,1,,,,,,,,,1,,,,,,,,,,,,,男女兼用
串本町,19,ＪＲ田並駅前公衆トイレ,串本町田並1550,33.488005,135.719521,なし,終日,,,,,1,,,,,,,,,1,,,,,,,,,,,,,男女兼用
串本町,20,ＪＲ田原駅前公衆トイレ,串本町田原219,33.536603,135.868324,なし,終日,,,,,1,,,,,,,,,1,,,,,,,,,,,,,男女兼用
